id,key,value,type
24328164,created_by,JOSM,regular
24328170,created_by,JOSM,regular
24328191,created_by,JOSM,regular
24328195,created_by,JOSM,regular
24328197,created_by,JOSM,regular
24328200,created_by,JOSM,regular
24328202,created_by,JOSM,regular
24328205,created_by,JOSM,regular
24355880,created_by,JOSM,regular
24355883,created_by,JOSM,regular
24355886,created_by,JOSM,regular
24355890,created_by,JOSM,regular
24358842,name,港澳碼頭 Macau Ferry Terminal,regular
24358842,en,Macau Ferry Terminal,name
24358842,zh,港澳碼頭,name
24358842,public_transport,stop_position,regular
24358842,railway,tram_stop,regular
24358842,ref,19E,regular
24358842,tram,yes,regular
24358842,wheelchair,no,regular
24358851,name,上環（西港城）總站 Western Market Terminus,regular
24358851,en,Western Market Terminus,name
24358851,zh,上環（西港城）總站,name
24358851,public_transport,stop_position,regular
24358851,railway,tram_stop,regular
24358851,tram,yes,regular
24358851,wheelchair,no,regular
26411640,highway,motorway_junction,regular
26411640,ref,3,regular
26412045,name,山頂 The Peak,regular
26412045,en,The Peak,name
26412045,zh,山頂,name
26412045,railway,tram_stop,regular
26412045,tourism,attraction,regular
26412045,website,http://www.thepeak.com.hk,regular
26412045,wikidata,Q5959277,regular
26412171,zh,太平山,alt_name
26412171,ele,552,regular
26412171,email,info@thepeak.com.hk,regular
26412171,name,扯旗山 Victoria Peak,regular
26412171,en,Victoria Peak,name
26412171,ko,빅토리아 피크,name
26412171,zh,扯旗山,name
26412171,natural,peak,regular
26412171,phone,+ 852 2522 0922,regular
26412171,wikidata,Q17541,regular
26412171,wikipedia,en:Victoria Peak,regular
26412241,name,ParkNShop (Peak Galleria),regular
26412241,en,ParkNShop (Peak Galleria),name
26412241,shop,supermarket,regular
26412835,is_in,"Hong Kong, Hong Kong SAR, Hong Kong Island",regular
26412835,name,中環 Central,regular
26412835,en,Central,name
26412835,vi,Trung Hoàn,name
26412835,zh,中環,name
26412835,place,suburb,regular
26412852,name,金鐘 Admiralty,regular
26412852,en,Admiralty,name
26412852,vi,Kim Chung,name
26412852,zh,金鐘,name
26412852,place,neighbourhood,regular
26412869,is_in,"Hong Kong SAR, Hong Kong, Hong Kong Island",regular
26412869,name,半山區 Mid-levels,regular
26412869,en,Mid-levels,name
26412869,vi,Bán Sơn,name
26412869,zh,半山區,name
26412869,place,suburb,regular
26412912,historic,ruins,regular
26412912,name,松林廢堡 Pinewood Battery,regular
26412912,en,Pinewood Battery,name
26412912,zh,松林廢堡,name
30745880,ferry,yes,regular
30745880,public_transport,stop_position,regular
30747332,highway,traffic_signals,regular
30747332,traffic_signals,signal,regular
30747334,highway,traffic_signals,regular
30747334,traffic_signals,signal,regular
32945318,emergency,fire_hydrant,regular
32945318,type,pillar,fire_hydrant
32945318,ref,382,regular
32946785,emergency,fire_hydrant,regular
32946785,type,pillar,fire_hydrant
32946785,ref,1,regular
32946787,emergency,fire_hydrant,regular
32946787,type,pillar,fire_hydrant
32946787,ref,2248,regular
32965030,natural,tree,regular
33004486,bus,yes,regular
33004486,public_transport,stop_position,regular
33004488,highway,traffic_signals,regular
33004677,highway,traffic_signals,regular
33004677,traffic_signals,signal,regular
33476495,highway,traffic_signals,regular
33476495,traffic_signals,signal,regular
33476500,ele,11,regular
33476500,highway,traffic_signals,regular
33476500,source,GPS; survey,regular
33476508,highway,traffic_signals,regular
33476508,traffic_signals,signal,regular
33476552,highway,traffic_signals,regular
33476552,traffic_signals,signal,regular
34971938,highway,motorway_junction,regular
34971938,ref,6D,regular
50070678,city,尖沙咀 Tsim Sha Tsui,addr
50070678,housenumber,73-75,addr
50070678,street,漆咸道南 Chatham Road South,addr
50070678,name,九龍華美達酒店 Ramada Kowloon,regular
50070678,en,Ramada Kowloon,name
50070678,zh,九龍華美達酒店,name
50070678,tourism,hotel,regular
165997777,highway,bus_stop,regular
165997777,name,金鐘站 Admiralty Station,regular
165997777,en,Admiralty Station,name
165997777,zh,金鐘站,name
165997777,note,Buses stop here: 90B,regular
165997777,operator,城巴 Citybus,regular
165997777,public_transport,platform,regular
165997777,ctb,1138K,ref
165997777,hkbus,金鐘 (東) 公共運輸交匯處,ref
165999099,crossing,traffic_signals,regular
